会员编号,股票代码,股票名称,交易类型,交易量,股票价格,总股价,交易手续费,交易状态,交易日期
cp001,HPM,皇富矿业,出售,4845,5.19,25145.55,251.46,交易锁定,"2016-06-30 15:35:33"
8244314,HPM,皇富矿业,出售,2500,5.19,12975.00,129.75,交易锁定,"2016-06-30 15:33:40"
84003908,HPM,皇富矿业,出售,17359,5.19,90093.21,900.93,交易锁定,"2016-06-30 15:32:41"
PYT1199,HPM,皇富矿业,购买,23,5.19,119.37,0.00,交易锁定,"2016-06-30 15:32:23"
52712505,HPM,皇富矿业,出售,11564,5.19,60017.16,600.17,交易锁定,"2016-06-30 15:31:40"
1891189,HPM,皇富矿业,购买,2989,5.19,15512.91,0.00,交易锁定,"2016-06-30 15:31:30"
66272329,PPE,越南电力油气咨询工程公司,购买,43,4.41,189.63,0.00,交易锁定,"2016-06-30 15:28:40"
nry1234,HPM,皇富矿业,出售,3800,5.19,19722.00,197.22,交易锁定,"2016-06-30 15:28:30"
YT188313,PPE,越南电力油气咨询工程公司,购买,1,4.41,4.41,0.00,交易锁定,"2016-06-30 15:27:52"
66272329,PPE,越南电力油气咨询工程公司,出售,43,4.41,189.63,1.90,交易锁定,"2016-06-30 15:26:30"
56888888,HPM,皇富矿业,购买,254,5.19,1318.26,0.00,交易锁定,"2016-06-30 15:26:14"
YWXZ8613,HPM,皇富矿业,出售,10000,5.19,51900.00,519.00,交易锁定,"2016-06-30 15:25:59"
63936789,HPM,皇富矿业,出售,50000,5.19,259500.00,2595.00,交易锁定,"2016-06-30 15:25:57"
YT915661,HPM,皇富矿业,购买,247,5.19,1281.93,0.00,交易锁定,"2016-06-30 15:24:55"
66272329,HPM,皇富矿业,出售,7894,5.19,40969.86,409.70,交易锁定,"2016-06-30 15:24:31"
gsm001,HPM,皇富矿业,出售,4164,5.19,21611.16,216.11,交易锁定,"2016-06-30 15:24:13"
91753000,HPM,皇富矿业,出售,10713,5.19,55600.47,556.00,交易锁定,"2016-06-30 15:22:16"
09758315,HPM,皇富矿业,出售,5000,5.19,25950.00,259.50,交易锁定,"2016-06-30 15:21:36"
71021001,HPM,皇富矿业,出售,5312,5.19,27569.28,275.69,交易锁定,"2016-06-30 15:21:20"
96889760,HPM,皇富矿业,出售,12955,5.19,67236.45,672.36,交易锁定,"2016-06-30 15:20:14"
YT188313,HPM,皇富矿业,购买,494,5.19,2563.86,0.00,交易锁定,"2016-06-30 15:19:44"
WJ888,PPE,越南电力油气咨询工程公司,购买,15000,4.41,66150.00,0.00,交易锁定,"2016-06-30 15:19:42"
09758315,HPM,皇富矿业,出售,5505,5.19,28570.95,285.71,交易锁定,"2016-06-30 15:17:50"
38150036,HPM,皇富矿业,出售,8495,5.19,44089.05,440.89,交易锁定,"2016-06-30 15:17:17"
29094291,HPM,皇富矿业,出售,75288,5.19,390744.72,3907.45,交易锁定,"2016-06-30 15:17:06"
444888,HPM,皇富矿业,出售,5984,5.19,31056.96,310.57,交易锁定,"2016-06-30 15:16:15"
19640323,HPM,皇富矿业,出售,300000,5.19,1557000.00,15570.00,交易锁定,"2016-06-30 15:15:57"
66668888,HPM,皇富矿业,出售,39474,5.19,204870.06,2048.70,交易锁定,"2016-06-30 15:14:42"
20150802,HPM,皇富矿业,出售,12293,5.19,63800.67,638.01,交易锁定,"2016-06-30 15:11:15"
43146748,HPM,皇富矿业,出售,2000,5.19,10380.00,103.80,交易锁定,"2016-06-30 15:06:43"
20156086,PPE,越南电力油气咨询工程公司,购买,2000,4.41,8820.00,0.00,交易锁定,"2016-06-30 15:05:09"
20156086,PPE,越南电力油气咨询工程公司,购买,3000,4.41,13230.00,0.00,交易锁定,"2016-06-30 15:03:36"
1235468,HPM,皇富矿业,出售,4,5.19,20.76,0.21,交易锁定,"2016-06-30 15:00:30"
38012118,HPM,皇富矿业,购买,68,5.19,352.92,0.00,交易锁定,"2016-06-30 14:59:18"
WGX003,PPE,越南电力油气咨询工程公司,购买,1198,4.41,5283.18,0.00,交易锁定,"2016-06-30 14:58:05"
20156086,PPE,越南电力油气咨询工程公司,购买,2000,4.41,8820.00,0.00,交易锁定,"2016-06-30 14:57:22"
65865308,HPM,皇富矿业,出售,13126,5.19,68123.94,681.24,交易锁定,"2016-06-30 14:57:12"
WGX004,PPE,越南电力油气咨询工程公司,购买,941,4.41,4149.81,0.00,交易锁定,"2016-06-30 14:57:07"
20156086,PPE,越南电力油气咨询工程公司,购买,2000,4.41,8820.00,0.00,交易锁定,"2016-06-30 14:57:03"
881123,HPM,皇富矿业,出售,16130,5.19,83714.70,837.15,交易锁定,"2016-06-30 14:54:52"
94032353,HPM,皇富矿业,出售,5000,5.19,25950.00,259.50,交易锁定,"2016-06-30 14:54:14"
66881,HPM,皇富矿业,出售,15425,5.19,80055.75,800.56,交易锁定,"2016-06-30 14:52:26"
85357810,HPM,皇富矿业,出售,7054,5.19,36610.26,366.10,交易锁定,"2016-06-30 14:51:07"
zn001,PPE,越南电力油气咨询工程公司,出售,10,4.41,44.10,0.44,交易锁定,"2016-06-30 14:49:29"
68881,HPM,皇富矿业,出售,176637,5.19,916746.03,9167.46,交易锁定,"2016-06-30 14:49:19"
wp001,HPM,皇富矿业,购买,14,5.19,72.66,0.00,交易锁定,"2016-06-30 14:45:31"
jzy01,PPE,越南电力油气咨询工程公司,购买,1297,4.41,5719.77,0.00,交易锁定,"2016-06-30 14:41:58"
PZJS888,HPM,皇富矿业,出售,4200,5.19,21798.00,217.98,交易锁定,"2016-06-30 14:41:15"
99991615,PPE,越南电力油气咨询工程公司,购买,83,4.41,366.03,0.00,交易锁定,"2016-06-30 14:40:53"
8234323,HPM,皇富矿业,出售,4817,5.19,25000.23,250.00,交易锁定,"2016-06-30 14:39:08"
YW3913,PPE,越南电力油气咨询工程公司,购买,1831,4.41,8074.71,0.00,交易锁定,"2016-06-30 14:36:18"
K94649787,PPE,越南电力油气咨询工程公司,购买,1985,4.41,8753.85,0.00,交易锁定,"2016-06-30 14:35:03"
20150725,PPE,越南电力油气咨询工程公司,购买,2502,4.41,11033.82,0.00,交易锁定,"2016-06-30 14:32:25"
WAN001,PPE,越南电力油气咨询工程公司,购买,1,4.41,4.41,0.00,交易锁定,"2016-06-30 14:26:53"
23483836,HPM,皇富矿业,出售,4924,5.19,25555.56,255.56,交易锁定,"2016-06-30 14:26:46"
WSZ001,PPE,越南电力油气咨询工程公司,购买,128,4.41,564.48,0.00,交易锁定,"2016-06-30 14:25:04"
54151869,HPM,皇富矿业,出售,2000,5.19,10380.00,103.80,交易锁定,"2016-06-30 14:24:34"
ZTX888,HPM,皇富矿业,购买,16,5.19,83.04,0.00,交易锁定,"2016-06-30 14:20:43"
wsq01,PPE,越南电力油气咨询工程公司,购买,3722,4.41,16414.02,0.00,交易锁定,"2016-06-30 14:20:35"
YT665533,PPE,越南电力油气咨询工程公司,购买,620,4.41,2734.20,0.00,交易锁定,"2016-06-30 14:18:39"
99995212,HPM,皇富矿业,出售,10531,5.19,54655.89,546.56,交易锁定,"2016-06-30 14:15:04"
99996023,HPM,皇富矿业,出售,8682,5.19,45059.58,450.60,交易锁定,"2016-06-30 14:14:10"
99990023,HPM,皇富矿业,出售,16033,5.19,83211.27,832.11,交易锁定,"2016-06-30 14:13:09"
99993015,HPM,皇富矿业,购买,2694,5.19,13981.86,0.00,交易锁定,"2016-06-30 14:09:53"
95566127,PPE,越南电力油气咨询工程公司,购买,1,4.41,4.41,0.00,交易锁定,"2016-06-30 14:07:11"
7588800,PPE,越南电力油气咨询工程公司,购买,113,4.41,498.33,0.00,交易锁定,"2016-06-30 14:06:39"
88889999,PPE,越南电力油气咨询工程公司,购买,24,4.41,105.84,0.00,交易锁定,"2016-06-30 14:03:15"
K84647396,PPE,越南电力油气咨询工程公司,购买,11,4.41,48.51,0.00,交易锁定,"2016-06-30 14:02:01"
AL688,HPM,皇富矿业,购买,5000,5.19,25950.00,0.00,交易锁定,"2016-06-30 12:29:41"
WF,HPM,皇富矿业,购买,867,5.19,4499.73,0.00,交易锁定,"2016-06-30 12:24:39"
MJ160134,HPM,皇富矿业,出售,18615,5.19,96611.85,966.12,交易锁定,"2016-06-30 12:23:32"
ZXZ002,PPE,越南电力油气咨询工程公司,购买,5843,4.41,25767.63,0.00,交易锁定,"2016-06-30 12:23:11"
99997055,PPE,越南电力油气咨询工程公司,购买,3386,4.41,14932.26,0.00,交易锁定,"2016-06-30 12:07:42"
99991124,PPE,越南电力油气咨询工程公司,购买,8518,4.41,37564.38,0.00,交易完成,"2016-06-30 12:05:30"
682098,HPM,皇富矿业,出售,2886,5.19,14978.34,149.78,交易锁定,"2016-06-30 12:04:56"
885888,HPM,皇富矿业,出售,10000,5.19,51900.00,519.00,交易锁定,"2016-06-30 12:02:28"
666666,HPM,皇富矿业,出售,6795,5.19,35266.05,352.66,交易锁定,"2016-06-30 11:58:27"
20150630,HPM,皇富矿业,出售,429,5.19,2226.51,22.27,交易锁定,"2016-06-30 11:58:19"
666666,HPM,皇富矿业,出售,1,5.19,5.19,0.05,交易锁定,"2016-06-30 11:56:45"
61116227,HPM,皇富矿业,出售,4638,5.19,24071.22,240.71,交易锁定,"2016-06-30 11:54:10"
882206,PPE,越南电力油气咨询工程公司,购买,2500,4.41,11025.00,0.00,交易锁定,"2016-06-30 11:50:54"
009009132,PPE,越南电力油气咨询工程公司,购买,19192,4.05,77727.60,0.00,交易锁定,"2016-06-30 11:50:16"
00900901,PPE,越南电力油气咨询工程公司,购买,45740,4.05,185247.00,0.00,交易锁定,"2016-06-30 11:50:14"
84551703,PPE,越南电力油气咨询工程公司,购买,16239,4.05,65767.95,0.00,交易锁定,"2016-06-30 11:50:14"
00100108,PPE,越南电力油气咨询工程公司,购买,17075,4.05,69153.75,0.00,交易锁定,"2016-06-30 11:50:10"
YU53106288,PPE,越南电力油气咨询工程公司,购买,12383,4.05,50151.15,0.00,交易锁定,"2016-06-30 11:50:10"
33076888,PPE,越南电力油气咨询工程公司,购买,5555,4.05,22497.75,0.00,交易锁定,"2016-06-30 11:50:08"
ZHM004,PPE,越南电力油气咨询工程公司,购买,58555,4.05,237147.75,0.00,交易锁定,"2016-06-30 11:50:07"
00800808,PPE,越南电力油气咨询工程公司,购买,6179,4.05,25024.95,0.00,交易锁定,"2016-06-30 11:50:04"
00100161,PPE,越南电力油气咨询工程公司,购买,29241,4.05,118426.05,0.00,交易锁定,"2016-06-30 11:50:02"
20161878,PPE,越南电力油气咨询工程公司,购买,880,4.05,3564.00,0.00,交易锁定,"2016-06-30 11:49:40"
8890286,PPE,越南电力油气咨询工程公司,购买,1000,4.05,4050.00,0.00,交易锁定,"2016-06-30 11:49:38"
99889955,PPE,越南电力油气咨询工程公司,购买,7,4.05,28.35,0.00,交易锁定,"2016-06-30 11:49:33"
03656542,PPE,越南电力油气咨询工程公司,购买,6000,4.05,24300.00,0.00,交易锁定,"2016-06-30 11:49:31"
K90770529,PPE,越南电力油气咨询工程公司,购买,5,4.05,20.25,0.00,交易锁定,"2016-06-30 11:49:18"
WHY1998,PPE,越南电力油气咨询工程公司,购买,3000,4.05,12150.00,0.00,交易锁定,"2016-06-30 11:49:08"
2016358,PPE,越南电力油气咨询工程公司,购买,7,4.05,28.35,0.00,交易锁定,"2016-06-30 11:48:55"
62204589,PPE,越南电力油气咨询工程公司,购买,12057,4.05,48830.85,0.00,交易锁定,"2016-06-30 11:48:52"
ZH8168,PPE,越南电力油气咨询工程公司,购买,55,4.05,222.75,0.00,交易锁定,"2016-06-30 11:48:52"
770909,PPE,越南电力油气咨询工程公司,购买,7,4.05,28.35,0.00,交易锁定,"2016-06-30 11:48:45"
P00200191,PPE,越南电力油气咨询工程公司,购买,382,4.05,1547.10,0.00,交易锁定,"2016-06-30 11:48:43"
05398568,PPE,越南电力油气咨询工程公司,购买,5,4.05,20.25,0.00,交易锁定,"2016-06-30 11:48:43"
88898888,PPE,越南电力油气咨询工程公司,购买,1,4.05,4.05,0.00,交易锁定,"2016-06-30 11:48:36"
8890281,PPE,越南电力油气咨询工程公司,购买,824,4.05,3337.20,0.00,交易锁定,"2016-06-30 11:48:22"
LY53106288,PPE,越南电力油气咨询工程公司,购买,14253,4.05,57724.65,0.00,交易锁定,"2016-06-30 11:48:21"
YT968178,PPE,越南电力油气咨询工程公司,购买,3700,4.05,14985.00,0.00,交易锁定,"2016-06-30 11:48:17"
90173428,PPE,越南电力油气咨询工程公司,购买,653,4.05,2644.65,0.00,交易锁定,"2016-06-30 11:48:12"
53710812,PPE,越南电力油气咨询工程公司,购买,20000,4.05,81000.00,0.00,交易锁定,"2016-06-30 11:48:00"
lxk9988,PPE,越南电力油气咨询工程公司,购买,3300,4.05,13365.00,0.00,交易锁定,"2016-06-30 11:47:53"
56280898,PPE,越南电力油气咨询工程公司,购买,4,4.05,16.20,0.00,交易锁定,"2016-06-30 11:47:45"
P99889988,PPE,越南电力油气咨询工程公司,购买,11,4.05,44.55,0.00,交易锁定,"2016-06-30 11:47:44"
P21886978,PPE,越南电力油气咨询工程公司,购买,64,4.05,259.20,0.00,交易锁定,"2016-06-30 11:47:40"
15815811,PPE,越南电力油气咨询工程公司,购买,367,4.05,1486.35,0.00,交易锁定,"2016-06-30 11:47:40"
ZH8168,PPE,越南电力油气咨询工程公司,购买,47800,4.05,193590.00,0.00,交易锁定,"2016-06-30 11:47:32"
20156030,PPE,越南电力油气咨询工程公司,购买,1686,4.05,6828.30,0.00,交易锁定,"2016-06-30 11:47:30"
003003003,PPE,越南电力油气咨询工程公司,购买,278,4.05,1125.90,0.00,交易锁定,"2016-06-30 11:47:26"
00100138,PPE,越南电力油气咨询工程公司,购买,634,4.05,2567.70,0.00,交易锁定,"2016-06-30 11:47:22"
P82194819,PPE,越南电力油气咨询工程公司,购买,2542,4.05,10295.10,0.00,交易锁定,"2016-06-30 11:47:12"
P00100123,PPE,越南电力油气咨询工程公司,购买,1,4.05,4.05,0.00,交易锁定,"2016-06-30 11:47:12"
70677986,PPE,越南电力油气咨询工程公司,购买,75,4.05,303.75,0.00,交易锁定,"2016-06-30 11:47:07"
ZHX168,PPE,越南电力油气咨询工程公司,购买,3849,4.05,15588.45,0.00,交易锁定,"2016-06-30 11:47:03"
26118121,PPE,越南电力油气咨询工程公司,购买,328,4.05,1328.40,0.00,交易锁定,"2016-06-30 11:47:01"
53710812,PPE,越南电力油气咨询工程公司,购买,20000,4.05,81000.00,0.00,交易锁定,"2016-06-30 11:46:55"
8890284,PPE,越南电力油气咨询工程公司,购买,2300,4.05,9315.00,0.00,交易锁定,"2016-06-30 11:46:52"
YT6255,PPE,越南电力油气咨询工程公司,购买,84,4.05,340.20,0.00,交易锁定,"2016-06-30 11:46:49"
LGY00002,PPE,越南电力油气咨询工程公司,购买,19168,4.05,77630.40,0.00,交易锁定,"2016-06-30 11:46:45"
2016358,PPE,越南电力油气咨询工程公司,购买,2686,4.05,10878.30,0.00,交易锁定,"2016-06-30 11:46:38"
00100122,PPE,越南电力油气咨询工程公司,购买,25472,4.05,103161.60,0.00,交易锁定,"2016-06-30 11:46:28"
20156030,PPE,越南电力油气咨询工程公司,购买,65000,4.05,263250.00,0.00,交易锁定,"2016-06-30 11:46:27"
YT677012,PPE,越南电力油气咨询工程公司,购买,4000,4.05,16200.00,0.00,交易锁定,"2016-06-30 11:46:21"
WCJ19881,PPE,越南电力油气咨询工程公司,购买,4211,4.05,17054.55,0.00,交易锁定,"2016-06-30 11:46:21"
51851890,PPE,越南电力油气咨询工程公司,购买,80149,4.05,324603.45,0.00,交易锁定,"2016-06-30 11:46:14"
009009866,PPE,越南电力油气咨询工程公司,购买,4079,4.05,16519.95,0.00,交易锁定,"2016-06-30 11:46:13"
P99889988,PPE,越南电力油气咨询工程公司,购买,1550,4.05,6277.50,0.00,交易锁定,"2016-06-30 11:46:10"
770909,PPE,越南电力油气咨询工程公司,购买,3054,4.05,12368.70,0.00,交易锁定,"2016-06-30 11:46:10"
00100119,PPE,越南电力油气咨询工程公司,购买,10065,4.05,40763.25,0.00,交易锁定,"2016-06-30 11:46:09"
286175032,PPE,越南电力油气咨询工程公司,购买,19704,4.05,79801.20,0.00,交易锁定,"2016-06-30 11:46:08"
00100125,PPE,越南电力油气咨询工程公司,购买,18408,4.05,74552.40,0.00,交易锁定,"2016-06-30 11:46:08"
15815811,PPE,越南电力油气咨询工程公司,购买,49528,4.05,200588.40,0.00,交易锁定,"2016-06-30 11:46:07"
56280898,PPE,越南电力油气咨询工程公司,购买,241,4.05,976.05,0.00,交易锁定,"2016-06-30 11:46:04"
YT6355,PPE,越南电力油气咨询工程公司,购买,24883,4.05,100776.15,0.00,交易锁定,"2016-06-30 11:46:03"
P21886978,PPE,越南电力油气咨询工程公司,购买,25813,4.05,104542.65,0.00,交易锁定,"2016-06-30 11:46:02"
K90770529,PPE,越南电力油气咨询工程公司,购买,715,4.05,2895.75,0.00,交易锁定,"2016-06-30 11:46:02"
LGY00002,PPE,越南电力油气咨询工程公司,购买,1291900,4.05,5232195.00,0.00,交易锁定,"2016-06-30 11:46:02"
P82194819,PPE,越南电力油气咨询工程公司,购买,205932,4.05,834024.60,0.00,交易锁定,"2016-06-30 11:46:00"
66688999,PPE,越南电力油气咨询工程公司,购买,1468,4.05,5945.40,0.00,交易锁定,"2016-06-30 11:45:59"
168206,PPE,越南电力油气咨询工程公司,购买,2222,4.05,8999.10,0.00,交易锁定,"2016-06-30 11:45:55"
12812888,PPE,越南电力油气咨询工程公司,购买,8500,4.05,34425.00,0.00,交易锁定,"2016-06-30 11:45:54"
003003003,PPE,越南电力油气咨询工程公司,购买,24100,4.05,97605.00,0.00,交易锁定,"2016-06-30 11:45:53"
K90816344,PPE,越南电力油气咨询工程公司,购买,1430,4.05,5791.50,0.00,交易锁定,"2016-06-30 11:45:52"
70677986,PPE,越南电力油气咨询工程公司,购买,30530,4.05,123646.50,0.00,交易锁定,"2016-06-30 11:45:51"
90173428,PPE,越南电力油气咨询工程公司,购买,88375,4.05,357918.75,0.00,交易锁定,"2016-06-30 11:45:48"
99889955,PPE,越南电力油气咨询工程公司,购买,979,4.05,3964.95,0.00,交易锁定,"2016-06-30 11:45:43"
85357810,PPE,越南电力油气咨询工程公司,购买,481,4.33,2082.73,0.00,交易锁定,"2016-06-30 11:45:06"
P66889900,PPE,越南电力油气咨询工程公司,购买,36304,4.33,157196.32,0.00,交易锁定,"2016-06-30 11:35:59"
68157179,PPE,越南电力油气咨询工程公司,购买,64733,4.33,280293.89,0.00,交易锁定,"2016-06-30 11:34:10"
LJL001,PPE,越南电力油气咨询工程公司,购买,3822,4.33,16549.26,0.00,交易锁定,"2016-06-30 11:33:30"
20150921,PPE,越南电力油气咨询工程公司,购买,356,4.33,1541.48,0.00,交易锁定,"2016-06-30 11:32:54"
19810103,PPE,越南电力油气咨询工程公司,购买,10000,4.33,43300.00,0.00,交易锁定,"2016-06-30 11:31:36"
MLJ001,PPE,越南电力油气咨询工程公司,购买,109,4.33,471.97,0.00,交易锁定,"2016-06-30 11:28:22"
MCH003,PPE,越南电力油气咨询工程公司,购买,9,4.33,38.97,0.00,交易锁定,"2016-06-30 11:26:50"
MCH002,PPE,越南电力油气咨询工程公司,购买,1185,4.33,5131.05,0.00,交易锁定,"2016-06-30 11:25:43"
18762772,HPM,皇富矿业,出售,5330,5.19,27662.70,276.63,交易锁定,"2016-06-30 11:22:39"
P18192015,PPE,越南电力油气咨询工程公司,购买,34,4.33,147.22,0.00,交易锁定,"2016-06-30 11:19:32"
yt020,HPM,皇富矿业,购买,1224,5.19,6352.56,0.00,交易锁定,"2016-06-30 11:18:49"
62229868,HPM,皇富矿业,出售,10000,5.19,51900.00,519.00,交易锁定,"2016-06-30 11:18:31"
58883868,PPE,越南电力油气咨询工程公司,购买,1,4.33,4.33,0.00,交易锁定,"2016-06-30 11:18:02"
188288388,PPE,越南电力油气咨询工程公司,购买,11710,4.33,50704.30,0.00,交易锁定,"2016-06-30 11:17:48"
58883868,PPE,越南电力油气咨询工程公司,购买,318,4.33,1376.94,0.00,交易锁定,"2016-06-30 11:17:16"
08044502,PPE,越南电力油气咨询工程公司,购买,1327,4.33,5745.91,0.00,交易锁定,"2016-06-30 11:16:02"
WXL003,PPE,越南电力油气咨询工程公司,购买,35786,4.33,154953.38,0.00,交易锁定,"2016-06-30 11:13:21"
08044502,PPE,越南电力油气咨询工程公司,购买,10000,4.33,43300.00,0.00,交易锁定,"2016-06-30 11:13:06"
99996316,PPE,越南电力油气咨询工程公司,购买,1,4.33,4.33,0.00,交易锁定,"2016-06-30 11:12:00"
08044502,PPE,越南电力油气咨询工程公司,购买,20000,4.33,86600.00,0.00,交易锁定,"2016-06-30 11:11:18"
99996036,PPE,越南电力油气咨询工程公司,购买,232,4.33,1004.56,0.00,交易锁定,"2016-06-30 11:09:14"
19611156,PPE,越南电力油气咨询工程公司,购买,5000,4.33,21650.00,0.00,交易锁定,"2016-06-30 11:07:36"
1688,PPE,越南电力油气咨询工程公司,购买,1,4.33,4.33,0.00,交易锁定,"2016-06-30 11:06:06"
6048,PPE,越南电力油气咨询工程公司,购买,5000,4.33,21650.00,0.00,交易锁定,"2016-06-30 11:03:40"
GJM001,PPE,越南电力油气咨询工程公司,购买,461,4.33,1996.13,0.00,交易锁定,"2016-06-30 11:03:12"
30777737,PPE,越南电力油气咨询工程公司,购买,1,4.33,4.33,0.00,交易锁定,"2016-06-30 11:01:54"
29887888,PPE,越南电力油气咨询工程公司,购买,4773,4.33,20667.09,0.00,交易锁定,"2016-06-30 11:00:57"
ljl01,HPM,皇富矿业,购买,6,5.19,31.14,0.00,交易锁定,"2016-06-30 11:00:20"
YW57813,PPE,越南电力油气咨询工程公司,购买,386,4.33,1671.38,0.00,交易锁定,"2016-06-30 10:59:38"
27060021,PPE,越南电力油气咨询工程公司,购买,51,4.33,220.83,0.00,交易锁定,"2016-06-30 10:59:06"
